nlayers,lr,acc
6,0.0013163339537080898,0.37529999017715454
6,0.003826681844149625,0.45179998874664307
5,0.005503391549550289,0.4607999920845032
3,0.0009546402059059175,0.4389999806880951
4,0.0004340764181798917,0.38499999046325684
4,0.053792869344021325,0.09999999403953552
1,0.0007933288493228272,0.46699997782707214
4,0.00011552315346690653,0.3224000036716461
4,0.05671758039085782,0.09999999403953552
2,0.2000634843061091,0.09999999403953552
1,0.0001094000668130019,0.35839998722076416
1,0.060317296094577595,0.09999999403953552
6,0.0003201618677501914,0.21779999136924744
5,0.006743262946504132,0.487199991941452
1,0.03102275188664384,0.09999999403953552
4,0.8688073731169471,0.09999999403953552
5,0.014314761150936049,0.5002999901771545
1,0.004708457256894007,0.09999999403953552
5,0.0009246517021749854,0.38920000195503235
4,9.555464830283802e-05,0.3138999938964844
4,0.00041436306878183293,0.3969999849796295
2,0.001519960688441999,0.4527999758720398
6,0.012120994652895133,0.48739999532699585
5,0.061543028012563575,0.5024999976158142
1,0.0006667580436490361,0.45829999446868896
5,7.68549838247979e-05,0.22529999911785126
6,4.594551663156885e-05,0.10759999603033066
3,0.0003661313923353442,0.40389999747276306
4,0.8178619551292655,0.09999999403953552
1,0.011025677365680452,0.09999999403953552
1,0.7811703605094537,0.09999999403953552
4,0.012600109569055162,0.4795999825000763
5,0.07295360731250958,0.48989999294281006
3,4.899684737352582e-05,0.3003999888896942
4,0.009980951196364385,0.4860000014305115
6,0.0006003940925402876,0.2831999957561493
4,4.6286451835949214e-05,0.2587999999523163
2,0.03094909631135774,0.09999999403953552
2,0.0007770302525233672,0.436599999666214
5,9.801949978977014e-05,0.23309999704360962
1,0.008265601793195987,0.09999999403953552
2,0.5954571750240315,0.09999999403953552
3,0.010524968108862305,0.4778999984264374
5,0.00041941274505164167,0.35819998383522034
1,0.07384827036632072,0.09999999403953552
4,0.035345013820401255,0.4919999837875366
3,0.0003252747216954524,0.3983999788761139
6,0.08754416190225524,0.49789997935295105
4,0.00014644848587702495,0.32670000195503235
2,0.024164978465284363,0.09999999403953552
6,0.08011768612836748,0.50409996509552
3,0.018073515897335735,0.4359999895095825
5,0.031408980311029,0.49480000138282776
1,0.0010886501558676808,0.4721999764442444
3,0.00018304143839117958,0.3725000023841858
5,0.007535566640413742,0.47999998927116394
5,6.639002801395931e-05,0.2117999941110611
6,0.5816857597582388,0.09999999403953552
5,0.11058198961133671,0.4756999909877777
2,0.0001939158182892471,0.3748999834060669
5,0.006711575965044841,0.4836999773979187
6,0.013834465372854038,0.49719998240470886
3,8.195328341478266e-05,0.3294999897480011
2,0.035039316435054126,0.09999999403953552
2,0.0001489369261962451,0.36139997839927673
1,0.01680554457950259,0.09999999403953552
6,0.0001497317049278702,0.15029999613761902
2,0.011925594095320253,0.09999999403953552
3,0.10521531221803375,0.09999999403953552
3,0.009312800050933394,0.4810999929904938
2,0.0004674667714789085,0.4104999899864197
2,0.011789324677786426,0.09999999403953552
5,0.0001357458401569684,0.24300000071525574
1,7.062668178367465e-05,0.3511999845504761
2,0.03137830212709654,0.09999999403953552
6,0.057360836665004675,0.48499998450279236
5,0.14237110099053463,0.09999999403953552
6,0.0011714215212138464,0.3511999845504761
2,0.1350513211009621,0.09999999403953552
2,0.012161391169577623,0.11249999701976776
5,0.00022383936856631092,0.30979999899864197
3,0.15411235161946646,0.09999999403953552
2,0.00866467808688811,0.1006999984383583
2,0.0012598084367025097,0.4447000026702881
6,0.001015308764160123,0.3441999852657318
5,0.25188819072911545,0.09999999403953552
2,0.00042283986488740095,0.4162999987602234
4,0.00012336478119175426,0.3240000009536743
6,0.0021152820305591655,0.43299999833106995
3,0.11445902406557404,0.09999999403953552
5,7.88436110030208e-05,0.19290000200271606
1,0.3435004150172896,0.09999999403953552
4,0.36012530533804044,0.09999999403953552
4,7.998207916088985e-05,0.29429998993873596
3,0.7995346798630009,0.09999999403953552
5,6.46899810704603e-05,0.20659999549388885
1,0.01864138819206507,0.09999999403953552
5,0.0032557495259169737,0.46299999952316284
5,7.441208854001876e-05,0.2264999896287918
3,0.00034729762424979383,0.4050000011920929
4,0.0008707435774601408,0.4332999885082245
6,0.009775527800127868,0.48249998688697815
2,6.696581324415063e-05,0.3402999937534332
5,0.00022274056087515795,0.2612999975681305
5,0.00011395825668132703,0.26409998536109924
6,0.20389113122842983,0.46389999985694885
2,0.004112060486243657,0.45989999175071716
3,0.013139936590836974,0.4781999886035919
5,0.002257482327127132,0.44859999418258667
3,0.0005629099226487966,0.42179998755455017
1,0.002127471839983721,0.4032999873161316
6,9.067683967264412e-05,0.1290999948978424
1,0.0027601817219596874,0.09999999403953552
2,0.023925634118603805,0.09999999403953552
